C2,15,8,955.289,1007.88,23.4405,0.908618,953.686,1008.6,23.5458,1.98108,0.000729109,0.00152243,0.0016486,0.000896956,
C2,25,8,955.268,1007.86,23.6405,0.899981,953.686,1008.6,23.5456,1.98174,0.000719817,0.00148871,0.00164852,0.000883641,
C2,35,8,955.222,1007.83,23.8319,0.880977,953.686,1008.6,23.5457,1.98207,0.000711706,0.0014592,0.00164516,0.000872524,
C2,45,6,955.009,1007.64,24.0123,0.889717,953.686,1008.6,23.5454,1.98211,0.000707214,0.00143741,0.00163719,0.000865271,
C2,55,6,954.913,1007.59,24.1703,0.862637,953.685,1008.6,23.5444,1.98213,0.000703917,0.00142055,0.00162225,0.000859964,
C2,65,8,954.944,1007.67,24.3056,0.803599,953.685,1008.6,23.5421,1.98192,0.000700148,0.00140722,0.00159282,0.000855736,
C2,75,10,954.86,1007.58,24.4137,0.656385,953.684,1008.6,23.5384,1.98175,0.000695923,0.00139811,0.00154966,0.000853395,
C2,85,8,954.672,1007.51,24.4896,0.755613,953.683,1008.6,23.535,1.98149,0.000693673,0.00139293,0.0015125,0.000852308,
D2,45,4,954.84,1007.99,22.455,1.01862,953.683,1008.6,23.5353,1.98144,0.00069321,0.001376,0.00145781,0.000841856,
D2,55,6,955.015,1007.92,22.6361,0.811491,953.683,1008.6,23.5371,1.98091,0.000690614,0.00135491,0.00140316,0.000831143,
D2,65,10,955.151,1008.49,22.8412,0.969194,953.682,1008.6,23.5402,1.97898,0.000683322,0.00127059,0.00136004,0.000782452,
D2,75,8,955.111,1008.49,23.0606,1.1537,953.682,1008.6,23.5427,1.97709,0.000676525,0.00119654,0.0013439,0.000743105,
D2,85,10,955.301,1008.35,23.5422,0.957831,953.681,1008.6,23.545,1.97611,0.000672913,0.00115577,0.00132143,0.000725131,
*** Exited normally ***
